book_id,book_name,rates,price
55,Scott Pilgrim's Precious Little Life (Scott Pilgrim #1),5,52.29
56,Rip it Up and Start Again,5,35.02
57,"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",3,57.25
58,Olio,1,23.88
59,Mesaerion: The Best Science Fiction Stories 1800-1849,1,37.59
60,Libertarianism for Beginners,2,51.33
61,It's Only the Himalayas,2,45.17
62,In Her Wake,1,12.84
63,How Music Works,2,37.32
64,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",3,30.52
65,Chase Me (Paris Nights #2),5,25.27
66,Black Dust,5,34.53
67,Birdsong: A Story in Pictures,3,54.64
68,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,3,22.5
69,Aladdin and His Wonderful Lamp,3,53.13
70,Worlds Elsewhere: Journeys Around Shakespeareâs Globe,5,40.3
71,Wall and Piece,4,44.18
72,The Four Agreements: A Practical Guide to Personal Freedom,5,17.66
73,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,3,31.05
74,The Elephant Tree,5,23.82
75,The Bear and the Piano,1,36.89
76,Sophie's World,5,15.94
77,Penny Maybe,3,33.29
78,Maude (1883-1993):She Grew Up with the country,2,18.02
79,"In a Dark, Dark Wood",1,19.63
80,Behind Closed Doors,4,52.22
81,You can't bury them all: Poems,2,33.63
82,Slow States of Collapse: Poems,3,57.31
83,Reasons to Stay Alive,2,26.41
84,Private Paris (Private #10),5,47.61
85,#HigherSelfie: Wake Up Your Life. Free Your Soul. Find Your Tribe.,5,23.11
86,Without Borders (Wanderlove #1),2,45.07
87,When We Collided,1,31.77
88,"We Love You, Charlie Freeman",5,50.27
89,Untitled Collection: Sabbath Poems 2014,4,14.27
90,"Unseen City: The Majesty of Pigeons, the Discreet Charm of Snails & Other Wonders of the Urban Wilderness",4,44.18
91,Unicorn Tracks,3,18.78
92,"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",1,25.52
93,Tsubasa: WoRLD CHRoNiCLE 2 (Tsubasa WoRLD CHRoNiCLE #2),1,16.28
94,Throwing Rocks at the Google Bus: How Growth Became the Enemy of Prosperity,3,31.12
95,This One Summer,4,19.49
96,Thirst,5,17.27
97,The Torch Is Passed: A Harding Family Story,1,19.09
98,The Secret of Dreadwillow Carse,1,56.13
99,"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",1,56.41
100,The Past Never Ends,4,56.5
101,The Natural History of Us (The Fine Art of Pretending #2),3,45.22
102,The Nameless City (The Nameless City #1),4,38.16
103,The Murder That Never Was (Forensic Instincts #5),3,54.11
104,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,4,42.96
105,"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",4,23.89
106,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,3,16.77
107,"The Inefficiency Assassin: Time Management Tactics for Working Smarter, Not Longer",5,20.59
108,The Gutsy Girl: Escapades for Your Life of Epic Adventure,1,37.13
109,The Electric Pencil: Drawings from Inside State Hospital No. 3,1,56.06
110,The Death of Humanity: and the Case for Life,4,58.11
111,"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",3,49.05
112,The Art Forger,3,40.76
113,The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,1,19.73
114,The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,5,32.24
115,Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up,4,41.83
116,Soul Reader,2,39.58
117,Security,2,39.25
118,"Saga, Volume 6 (Saga (Collected Editions) #6)",3,25.02
119,"Saga, Volume 5 (Saga (Collected Editions) #5)",2,51.04
120,Reskilling America: Learning to Labor in the Twenty-First Century,2,19.83
121,"Rat Queens, Vol. 3: Demons (Rat Queens (Collected Editions) #11-15)",3,50.4
122,"Princess Jellyfish 2-in-1 Omnibus, Vol. 01 (Princess Jellyfish 2-in-1 Omnibus #1)",5,13.61
123,Princess Between Worlds (Wide-Awake Princess #5),5,13.34
124,"Pop Gun War, Volume 1: Gift",1,18.97
125,"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",2,36.28
126,Patience,3,10.16
127,"Outcast, Vol. 1: A Darkness Surrounds Him (Outcast #1)",4,15.44
128,orange: The Complete Collection 1 (orange: The Complete Collection #1),1,48.41
129,Online Marketing for Busy Authors: A Step-By-Step Guide,1,46.35
130,On a Midnight Clear,3,14.07
131,Obsidian (Lux #1),2,14.86
132,My Paris Kitchen: Recipes and Stories,2,33.37
133,Masks and Shadows,2,56.4
134,"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",4,14.02
135,"Lumberjanes, Vol. 2: Friendship to the Max (Lumberjanes #5-8)",2,46.91
136,"Lumberjanes, Vol. 1: Beware the Kitten Holy (Lumberjanes #1-4)",3,45.61
137,Lumberjanes Vol. 3: A Terrible Plan (Lumberjanes #9-12),2,19.92
138,"Layered: Baking, Building, and Styling Spectacular Cakes",1,40.11
139,Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),2,53.9
140,Join,5,35.67
141,In the Country We Love: My Family Divided,4,22
142,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,5,57.36
143,"I Hate Fairyland, Vol. 1: Madly Ever After (I Hate Fairyland (Compilations) #1-5)",2,29.17
144,I am a Hero Omnibus Volume 1,3,54.63
145,How to Be Miserable: 40 Strategies You Already Use,1,46.03
146,Her Backup Boyfriend (The Sorensen Family #1),1,33.97
147,"Giant Days, Vol. 2 (Giant Days #5-8)",2,22.11
148,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,3,29.69
149,First and First (Five Boroughs #3),4,15.97
150,Fifty Shades Darker (Fifty Shades #2),1,21.96
151,Everydata: The Misinformation Hidden in the Little Data You Consume Every Day,2,54.35
152,"Don't Be a Jerk: And Other Practical Advice from Dogen, Japan's Greatest Zen Master",2,37.97
153,Danganronpa Volume 1,4,51.99
154,Crown of Midnight (Throne of Glass #2),3,43.29
155,"Codename Baboushka, Volume 1: The Conclave of Death",4,36.72
156,Camp Midnight,4,17.08
157,Call the Nurse: True Stories of a Country Nurse on a Scottish Isle,5,29.14
158,Burning,3,28.81
159,Bossypants,2,49.46
160,"Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions))",2,37.92
161,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",2,28.09
162,Algorithms to Live By: The Computer Science of Human Decisions,1,30.81
163,A World of Flavor: Your Gluten Free Passport,1,42.95
164,"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",5,56.76
165,A Murder in Time,1,16.64
166,A Flight of Arrows (The Pathfinders #2),5,55.53
167,A Fierce and Subtle Poison,4,28.13
168,A Court of Thorns and Roses (A Court of Thorns and Roses #1),1,52.37
169,(Un)Qualified: How God Uses Broken People to Do Big Things,5,54
170,You Are What You Love: The Spiritual Power of Habit,4,21.87
171,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",4,43.3
172,Tuesday Nights in 1980,2,21.04
173,Tracing Numbers on a Train,3,41.6
174,Throne of Glass (Throne of Glass #1),3,35.07
175,Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,1,59.64
176,Thirteen Reasons Why,1,52.72
177,The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,4,58.08
178,The Wedding Dress,1,24.12
179,The Vacationers,4,42.15
180,The Third Wave: An Entrepreneurâs Vision of the Future,5,12.61
181,The Stranger,4,17.44
182,The Shadow Hero (The Shadow Hero),1,33.14
183,The Secret (The Secret #1),4,27.37
184,The Regional Office Is Under Attack!,5,51.36
185,The Psychopath Test: A Journey Through the Madness Industry,2,36
186,The Project,1,10.65
187,The Power of Now: A Guide to Spiritual Enlightenment,2,43.54
188,The Omnivore's Dilemma: A Natural History of Four Meals,2,38.21
189,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,5,37.34
190,The Murder of Roger Ackroyd (Hercule Poirot #4),4,44.1
191,The Mistake (Off-Campus #2),3,43.29
192,The Matchmaker's Playbook (Wingmen Inc. #1),1,55.85
193,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,2,37.6
194,The Long Shadow of Small Ghosts: Murder and Memory in an American City,1,10.97
195,The Kite Runner,4,41.82
196,The House by the Lake,1,36.95
197,The Glittering Court (The Glittering Court #1),1,44.28
198,The Girl on the Train,2,55.02
199,The Genius of Birds,1,17.24
200,The Emerald Mystery,2,23.15
201,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,1,41.25
202,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,3,32
203,The Artist's Way: A Spiritual Path to Higher Creativity,5,38.49
204,The Art of War,5,33.34
205,The Argonauts,2,10.93
206,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,3,27.55
207,Suddenly in Love (Lake Haven #1),2,55.99
208,Something More Than This,4,16.24
209,Soft Apocalypse,2,26.12
210,So You've Been Publicly Shamed,2,12.23
211,Shoe Dog: A Memoir by the Creator of NIKE,2,23.99
212,"Shobu Samurai, Project Aryoku (#3)",3,29.06
213,Secrets and Lace (Fatal Hearts #1),1,20.27
214,Scarlett Epstein Hates It Here,5,43.55
215,Romero and Juliet: A Tragic Tale of Love and Zombies,1,36.94
216,Redeeming Love,5,20.47
217,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,1,41.06
218,Poems That Make Grown Women Cry,4,14.19
219,"Nightingale, Sing",1,38.28
220,Night Sky with Exit Wounds,1,41.05
221,Mrs. Houdini,5,30.25
222,Modern Romance,5,28.26
223,Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),1,10.76
224,Louisa: The Extraordinary Life of Mrs. Adams,2,16.85
225,Little Red,3,13.47
226,Library of Souls (Miss Peregrineâs Peculiar Children #3),5,48.56
227,Large Print Heart of the Pride,2,19.15
228,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,4,57.36
229,Hollow City (Miss Peregrineâs Peculiar Children #2),1,42.98
230,Grumbles,2,22.16
231,Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,4,49.43
232,Frostbite (Vampire Academy #2),5,29.99
233,Follow You Home,1,21.36
234,First Steps for New Christians (Print Edition),1,29
235,Finders Keepers (Bill Hodges Trilogy #2),5,53.53
236,"Fables, Vol. 1: Legends in Exile (Fables #1)",4,41.62
237,Eureka Trivia 6.0,4,54.59
238,Drive: The Surprising Truth About What Motivates Us,4,34.95
239,Done Rubbed Out (Reightman & Bailey #1),5,37.72
240,Doing It Over (Most Likely To #1),3,35.61
241,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",3,42.16
242,Dark Notes,5,19.19
243,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",3,19.43
244,Close to You,4,49.46
245,Chasing Heaven: What Dying Taught Me About Living,2,37.8
246,Big Magic: Creative Living Beyond Fear,3,30.8
247,Becoming Wise: An Inquiry into the Mystery and Art of Living,2,27.43
248,Beauty Restored (Riley Family Legacy Novellas #3),2,11.11
249,Batman: The Long Halloween (Batman),2,36.5
250,Batman: The Dark Knight Returns (Batman),5,15.38
251,Ayumi's Violin,2,15.48
252,Anonymous,4,46.82
253,Amy Meets the Saints and Sages,3,18.46
254,Amid the Chaos,1,36.58
255,Amatus,5,50.54
256,Agnostic: A Spirited Manifesto,5,12.51
257,Zealot: The Life and Times of Jesus of Nazareth,3,24.7
258,You (You #1),5,43.61
259,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",4,37.34
260,Wild Swans,2,14.36
261,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,4,52.65
262,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,4,38.2
263,What's It Like in Space?: Stories from Astronauts Who've Been There,2,19.6
264,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",1,53.9
265,Walt Disney's Alice in Wonderland,5,12.96
266,V for Vendetta (V for Vendetta Complete),4,37.1
267,Until Friday Night (The Field Party #1),2,46.31
268,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",2,45.95
269,Twenty Yawns,2,22.08
270,Through the Woods,2,25.38
271,This Is Where It Ends,2,27.12
272,The Year of Magical Thinking,2,43.04
273,The Wright Brothers,4,56.8
274,The White Queen (The Cousins' War #1),5,25.91
275,The Wedding Pact (The O'Malleys #2),3,32.61
276,The Time Keeper,5,27.88
277,The Testament of Mary,4,52.67
278,The Star-Touched Queen,5,46.02
279,The Songs of the Gods,5,44.48
280,The Song of Achilles,5,37.4
281,The Rosie Project (Don Tillman #1),1,54.04
282,The Power of Habit: Why We Do What We Do in Life and Business,3,16.88
283,The Marriage of Opposites,4,28.08
284,The Lucifer Effect: Understanding How Good People Turn Evil,1,10.4
285,The Long Haul (Diary of a Wimpy Kid #9),1,44.07
286,The Loney,1,23.4
287,The Literature Book (Big Ideas Simply Explained),3,17.43
288,The Last Mile (Amos Decker #2),2,54.21
289,The Immortal Life of Henrietta Lacks,2,40.67
290,The Hidden Oracle (The Trials of Apollo #1),2,52.26
291,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,3,28.77
292,The Guilty (Will Robie #4),2,13.82
293,The First Hostage (J.B. Collins #2),3,25.85
294,The Dovekeepers,1,48.78
295,The Darkest Lie,5,35.35
296,The Bane Chronicles (The Bane Chronicles #1-11),4,44.73
297,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the Worldâs Most Precious Manuscripts,1,15.77
298,The 14th Colony (Cotton Malone #11),1,39.24
299,That Darkness (Gardiner and Renner #1),1,13.92
300,Tastes Like Fear (DI Marnie Rome #3),1,10.69
301,Take Me with You,3,45.21
302,Swell: A Year of Waves,1,45.58
303,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),5,11.89
304,Still Life with Bread Crumbs,3,26.41
305,Steve Jobs,5,39.5
306,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,4,44.74
307,Someone Like You (The Harrisons #2),5,52.79
308,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",4,35.43
309,Shtum,4,55.84
310,See America: A Celebration of Our National Parks & Treasured Sites,3,48.87
311,salt.,4,46.78
312,Robin War,3,47.82
313,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",2,25.48
314,Rain Fish,3,23.57
315,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",5,50.89
316,Pet Sematary,3,10.56
317,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",3,52.15
318,Once Was a Time,2,18.28
319,Old School (Diary of a Wimpy Kid #10),5,11.83
320,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,2,21.95
321,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",2,38.39
322,My Name Is Lucy Barton,1,41.56
323,My Mrs. Brown,3,24.48
324,My Kind of Crazy,1,40.36
325,Mr. Mercedes (Bill Hodges Trilogy #1),1,28.9
326,More Than Music (Chasing the Dream #1),2,37.61
327,Made to Stick: Why Some Ideas Survive and Others Die,5,38.85
328,Luis Paints the World,3,53.95
329,Luckiest Girl Alive,3,49.83
330,Lowriders to the Center of the Earth (Lowriders in Space #2),2,51.51
331,Love Is a Mix Tape (Music #1),1,18.03
332,Looking for Lovely: Collecting the Moments that Matter,5,29.14
333,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",4,46.91
334,Let It Out: A Journey Through Journaling,5,26.79
335,Lady Midnight (The Dark Artifices #1),5,16.28
336,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",1,19.55
337,Island of Dragons (Unwanteds #7),1,29.65
338,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,4,25.98
339,I Am Pilgrim (Pilgrim #1),4,10.6
340,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",5,14.75
341,"Hush, Hush (Hush, Hush #1)",3,47.02
342,Hold Your Breath (Search and Rescue #1),1,28.82
343,Hamilton: The Revolution,3,58.79
344,Greek Mythic History,5,10.23
345,God: The Most Unpleasant Character in All Fiction,5,30.03
346,Glory over Everything: Beyond The Kitchen House,3,45.84
347,Feathers: Displays of Brilliant Plumage,3,49.05
348,"Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years",4,15.06
349,Every Last Word,3,46.47
350,Eligible (The Austen Project #4),3,27.09
351,El Deafo,5,57.62
352,Eight Hundred Grapes,4,14.39
353,"Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life",5,51.75
354,"Eat Fat, Get Thin",2,54.07
355,Don't Get Caught,1,55.35
356,Doctor Sleep (The Shining #2),2,40.12
357,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),5,37.51
358,Dear Mr. Knightley,5,11.21
359,Daily Fantasy Sports,1,36.58
360,Crazy Love: Overwhelmed by a Relentless God,2,47.72
361,Cometh the Hour (The Clifton Chronicles #6),3,25.01
362,Code Name Verity (Code Name Verity #1),4,22.13
363,Clockwork Angel (The Infernal Devices #1),1,44.14
364,City of Glass (The Mortal Instruments #3),4,56.02
365,City of Fallen Angels (The Mortal Instruments #4),4,11.23
366,City of Bones (The Mortal Instruments #1),1,43.28
367,City of Ashes (The Mortal Instruments #2),1,47.27
368,Cell,4,20.29
369,Catching Jordan (Hundred Oaks),3,50.83
370,"Carry On, Warrior: Thoughts on Life Unarmed",3,31.85
371,Carrie,2,46.23
372,Buying In: The Secret Dialogue Between What We Buy and Who We Are,4,37.8
373,Brain on Fire: My Month of Madness,5,49.32
374,Batman: Europa,2,32.01
375,Barefoot Contessa Back to Basics,1,28.01
376,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,5,50.62
377,Balloon Animals,3,17.03
378,Art Ops Vol. 1,3,48.8
379,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),4,58.14
380,Angels Walking (Angels Walking #1),2,34.2
381,Angels & Demons (Robert Langdon #1),3,51.48
382,All the Light We Cannot See,5,29.87
383,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection",2,10.9
384,Abstract City,5,56.37
385,A Time of Torment (Charlie Parker #14),5,48.35
386,A Study in Scarlet (Sherlock Holmes #1),2,16.73
387,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",2,56.48
388,A People's History of the United States,2,40.79
389,A Man Called Ove,1,39.72
390,A Distant Mirror: The Calamitous 14th Century,3,14.58
391,A Brush of Wings (Angels Walking #3),1,55.51
392,1491: New Revelations of the Americas Before Columbus,3,21.8
393,"The Three Searches, Meaning, and the Story",3,13.33
394,Searching for Meaning in Gailana,1,38.73
395,Rook,4,37.86
396,My Kitchen Year: 136 Recipes That Saved My Life,2,11.53
397,13 Hours: The Inside Account of What Really Happened In Benghazi,1,27.06
398,Will You Won't You Want Me?,3,13.86
399,Tipping Point for Planet Earth: How Close Are We to the Edge?,1,37.55
400,The Star-Touched Queen,5,32.3
401,The Silent Sister (Riley MacPherson #1),5,46.29
402,The Midnight Watch: A Novel of the Titanic and the Californian,1,26.2
403,The Lonely City: Adventures in the Art of Being Alone,2,33.26
404,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore,4,59.15
405,The Golden Condom: And Other Essays on Love Lost and Found,1,39.43
406,The Epidemic (The Program 0.6),5,14.44
407,The Dinner Party,2,56.54
408,The Diary of a Young Girl,3,59.9
409,The Children,3,11.88
410,Stars Above (The Lunar Chronicles #4.5),2,48.05
411,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas,3,21.21
412,Raspberry Pi Electronics Projects for the Evil Genius,4,49.67
413,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,1,43.14
414,Psycho: Sanitarium (Psycho #1.5),5,36.97
415,Poisonous (Max Revere Novels #3),3,26.8
416,One with You (Crossfire #5),4,15.71
417,No Love Allowed (Dodge Cove #1),4,54.65
418,Murder at the 42nd Street Library (Raymond Ambler #1),4,54.36
419,Most Wanted,3,35.28
420,"Love, Lies and Spies",2,20.55
421,How to Speak Golf: An Illustrated Guide to Links Lingo,5,58.32
422,Hide Away (Eve Duncan #20),1,11.84
423,Furiously Happy: A Funny Book About Horrible Things,4,41.46
424,Everyday Italian: 125 Simple and Delicious Recipes,5,20.1
425,Equal Is Unfair: America's Misguided Fight Against Income Inequality,1,56.86
426,Eleanor & Park,5,56.51
427,Dirty (Dive Bar #1),4,40.83
428,Can You Keep a Secret? (Fear Street Relaunch #4),1,48.64
429,Boar Island (Anna Pigeon #19),3,59.48
430,A Paris Apartment,4,39.01
431,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",1,38.77
432,Troublemaker: Surviving Hollywood and Scientology,2,48.39
433,The Widow,2,27.26
434,"The Sleep Revolution: Transforming Your Life, One Night at a Time",4,11.68
435,The Improbability of Love,1,59.45
436,The Art of Startup Fundraising,3,21
437,Take Me Home Tonight (Rock Star Romance #3),3,53.98
438,Sleeping Giants (Themis Files #1),1,48.74
439,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",2,21.15
440,Playing with Fire,3,13.71
441,Off the Hook (Fishing for Trouble #1),3,47.67
442,Mothering Sunday,2,13.34
443,"Mother, Can You Not?",5,16.89
444,M Train,1,27.18
445,Lilac Girls,2,17.28
446,Lies and Other Acts of Love,1,45.14
447,Lab Girl,1,40.85
448,Keep Me Posted,4,20.46
449,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,3,56.27
450,Grey (Fifty Shades #4),4,48.49
451,"Exit, Pursued by a Bear",4,51.34
452,Daredevils,3,16.34
453,Cravings: Recipes for What You Want to Eat,3,20.5
454,Born for This: How to Find the Work You Were Meant to Do,5,21.59
455,Arena,4,21.36
456,Adultery,5,20.88
457,A Mother's Reckoning: Living in the Aftermath of Tragedy,3,19.53
458,A Gentleman's Position (Society of Gentlemen #3),5,14.75
459,11/22/63,3,48.48
460,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works",2,24.57
461,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,5,49.71
462,Without Shame,5,48.27
463,Watchmen,4,58.05
464,Unlimited Intuition Now,4,58.87
465,Underlying Notes,2,11.82
466,The Shack,1,28.03
467,The New Brand You: Your New Image Makes the Sale for You,5,44.05
468,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",4,12.34
469,The Flowers Lied,2,16.68
470,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",1,55.91
471,The Book of Mormon,3,24.57
472,The Art and Science of Low Carbohydrate Living,5,52.98
473,The Alien Club,1,54.4
474,Suzie Snowflake: One beautiful flake (a self-esteem story),5,54.81
475,Nap-a-Roo,1,25.08
476,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond",4,10.41
477,Modern Day Fables,2,47.44
478,If I Gave You God's Phone Number....: Searching for Spirituality in America,1,20.91
479,"Fruits Basket, Vol. 9 (Fruits Basket #9)",4,33.95
480,Dress Your Family in Corduroy and Denim,3,43.68
481,Don't Forget Steven,1,33.23
482,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster,2,35.92
483,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,4,48.63
484,A Shard of Ice (The Black Symphony Saga #1),3,56.63
485,A Hero's Curse (The Unseen Chronicles #1),3,50.49
486,23 Degrees South: A Tropical Tale of Changing Whether...,2,35.79
487,"Zero to One: Notes on Startups, or How to Build the Future",3,34.06
488,Why Not Me?,1,17.76
489,When Breath Becomes Air,2,39.36
490,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,2,36.94
491,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),5,43.62
492,The New Drawing on the Right Side of the Brain,3,43.02
493,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",4,28.45
494,The Martian (The Martian #1),2,41.39
495,The High Mountains of Portugal,1,51.15
496,The Grownup,1,35.88
